Date,t,Price
4-Jul-22,1146,121.8
5-Jul-22,1147,110.49
6-Jul-22,1148,108.54
7-Jul-22,1149,113.4
8-Jul-22,1150,113.95
11-Jul-22,1151,114.85
12-Jul-22,1152,106.98
13-Jul-22,1153,107.17
14-Jul-22,1154,107.74
15-Jul-22,1155,112.26
18-Jul-22,1156,117.27
19-Jul-22,1157,114.96
20-Jul-22,1158,115.86
21-Jul-22,1159,112.81
22-Jul-22,1160,106.77
25-Jul-22,1161,108.23
26-Jul-22,1162,107.32
27-Jul-22,1163,109.64
28-Jul-22,1164,109.68
29-Jul-22,1165,111.51
1-Aug-22,1166,106.09
2-Aug-22,1167,106.51
3-Aug-22,1168,101.82
4-Aug-22,1169,97.99
5-Aug-22,1170,100.31
8-Aug-22,1171,103.46
9-Aug-22,1172,103.81
10-Aug-22,1173,105.06
11-Aug-22,1174,107.19
12-Aug-22,1175,103.7
15-Aug-22,1176,98.25
16-Aug-22,1177,95.36
17-Aug-22,1178,97.22
18-Aug-22,1179,96.35
19-Aug-22,1180,96.45
22-Aug-22,1181,95.06
23-Aug-22,1182,99.49
24-Aug-22,1183,99.87
25-Aug-22,1184,98.81
26-Aug-22,1185,101.13
30-Aug-22,1186,99.34
31-Aug-22,1187,96.55
1-Sep-22,1188,92.24
2-Sep-22,1189,93.09
5-Sep-22,1190,94.22
6-Sep-22,1191,91.43
7-Sep-22,1192,86.83
8-Sep-22,1193,87.99
9-Sep-22,1194,91.68
12-Sep-22,1195,93.45
13-Sep-22,1196,92.04
14-Sep-22,1197,92.83
15-Sep-22,1198,89.28
16-Sep-22,1199,89.43
20-Sep-22,1200,89.62
21-Sep-22,1201,89.86
22-Sep-22,1202,90.4
23-Sep-22,1203,84.29
26-Sep-22,1204,82.55
27-Sep-22,1205,85.97
28-Sep-22,1206,89.55
29-Sep-22,1207,89.41
30-Sep-22,1208,88.9
3-Oct-22,1209,90.68
4-Oct-22,1210,93.74
5-Oct-22,1211,94.35
6-Oct-22,1212,95.65
7-Oct-22,1213,98.88
10-Oct-22,1214,97.13
11-Oct-22,1215,95.17
12-Oct-22,1216,93.44
13-Oct-22,1217,95.16
14-Oct-22,1218,92.22
17-Oct-22,1219,91.04
18-Oct-22,1220,89.46
19-Oct-22,1221,91.34
20-Oct-22,1222,91.52
21-Oct-22,1223,91.82
24-Oct-22,1224,91.57
25-Oct-22,1225,91.76
26-Oct-22,1226,92.93
27-Oct-22,1227,94.17
28-Oct-22,1228,94.64
31-Oct-22,1229,93.3
1-Nov-22,1230,95.12
2-Nov-22,1231,96.07
3-Nov-22,1232,95.29
4-Nov-22,1233,99.53
7-Nov-22,1234,99.87
8-Nov-22,1235,96.85
9-Nov-22,1236,93.05
10-Nov-22,1237,94.25
11-Nov-22,1238,96.37
14-Nov-22,1239,93.59
